# {"t_start": 1587110352.6951127, "env_id": "MountainToyCar-v1"} 
r,l,t
-400.0,400,1511.01109
-400.0,400,1511.593074
-400.0,400,1512.129934
-400.0,400,1512.663542
-400.0,400,1513.20825
-400.0,400,1513.746861
-400.0,400,1521.158438
-400.0,400,1521.707232
-400.0,400,1522.218675
-400.0,400,1522.729555
-400.0,400,1523.323601
-400.0,400,1543.671075
-400.0,400,1544.128356
-400.0,400,1544.585096
-400.0,400,1545.042567
-400.0,400,1545.499255
-400.0,400,1552.289471
-400.0,400,1552.764174
-400.0,400,1553.242801
-400.0,400,1553.717983
-400.0,400,1554.197046
-400.0,400,1560.909648
-400.0,400,1561.368585
-400.0,400,1561.827913
-400.0,400,1562.288142
-400.0,400,1562.747122
-400.0,400,1569.329267
-400.0,400,1569.787299
-400.0,400,1570.244469
-400.0,400,1570.7017
-400.0,400,1571.15874
-400.0,400,1577.790631
-400.0,400,1578.248455
-400.0,400,1578.706318
-400.0,400,1579.164055
-400.0,400,1579.621611
-400.0,400,1586.389051
-400.0,400,1586.863671
-400.0,400,1587.338366
-400.0,400,1587.816552
-400.0,400,1588.290747
-400.0,400,1595.066665
-400.0,400,1595.533942
-400.0,400,1596.002537
-400.0,400,1596.47177
-400.0,400,1596.939546
-400.0,400,1603.603359
-400.0,400,1604.063977
-400.0,400,1604.521438
-400.0,400,1604.979128
-400.0,400,1605.440715
-400.0,400,1605.900028
-400.0,400,1612.646696
-400.0,400,1613.121516
-400.0,400,1613.595857
-400.0,400,1614.071236
-400.0,400,1614.545204
-400.0,400,1621.297854
-400.0,400,1621.765178
-400.0,400,1622.232891
-400.0,400,1622.699805
-400.0,400,1623.167947
-400.0,400,1629.863188
-400.0,400,1630.320661
-400.0,400,1630.778098
-400.0,400,1631.235487
-400.0,400,1631.69327
-400.0,400,1638.329472
-400.0,400,1638.786379
-400.0,400,1639.243602
-400.0,400,1639.700425
-400.0,400,1640.157897
-400.0,400,1646.78042
-400.0,400,1647.237923
-400.0,400,1647.695035
-400.0,400,1648.152888
-400.0,400,1648.609541
-400.0,400,1655.230275
-400.0,400,1655.689829
-400.0,400,1656.150815
-400.0,400,1656.610417
-400.0,400,1657.070148
-400.0,400,1663.721021
-400.0,400,1664.187954
-400.0,400,1664.65486
-400.0,400,1665.122899
-400.0,400,1665.589747
-400.0,400,1672.379414
-400.0,400,1672.853842
-400.0,400,1673.328728
-400.0,400,1673.803044
-400.0,400,1674.277972
-400.0,400,1674.752647
-400.0,400,1681.517701
-400.0,400,1681.9853
-400.0,400,1682.451941
-400.0,400,1682.918577
-400.0,400,1683.385276
-400.0,400,1690.002316
-400.0,400,1690.46104
