# {"t_start": 1587202739.918505, "env_id": "MountainToyCar-v1"} 
r,l,t
-400.0,400,2469.948676
-400.0,400,2470.228142
-400.0,400,2470.508593
-400.0,400,2470.787749
-400.0,400,2471.070908
-400.0,400,2481.581784
-400.0,400,2481.87345
-400.0,400,2482.163552
-400.0,400,2482.454651
-400.0,400,2482.747084
-400.0,400,2493.509486
-400.0,400,2493.846171
-400.0,400,2494.310647
-400.0,400,2494.705139
-400.0,400,2495.044985
-400.0,400,2507.68902
-400.0,400,2508.048048
-400.0,400,2508.396921
-400.0,400,2508.713749
-400.0,400,2509.022558
-400.0,400,2509.343748
-400.0,400,2521.097378
-400.0,400,2521.42203
-400.0,400,2521.728397
-400.0,400,2522.024935
-400.0,400,2522.364424
-400.0,400,2534.487013
-400.0,400,2534.920698
-400.0,400,2535.346616
-400.0,400,2535.661286
-400.0,400,2535.991913
-400.0,400,2548.723123
-400.0,400,2549.121472
-400.0,400,2549.500507
-400.0,400,2549.854502
-400.0,400,2550.189315
-400.0,400,2562.450542
-400.0,400,2562.787721
-400.0,400,2563.130542
-400.0,400,2563.580614
-400.0,400,2563.963912
-400.0,400,2576.346812
-400.0,400,2576.803703
-400.0,400,2577.197808
-400.0,400,2577.606604
-400.0,400,2577.965593
-400.0,400,2590.071442
-400.0,400,2590.371871
-400.0,400,2590.698673
-400.0,400,2591.099885
-400.0,400,2591.462747
-400.0,400,2603.726132
-400.0,400,2604.026816
-400.0,400,2604.352506
-400.0,400,2604.718085
-400.0,400,2605.050188
-400.0,400,2616.920187
-400.0,400,2617.232411
-400.0,400,2617.568697
-400.0,400,2617.923679
-400.0,400,2618.259481
-400.0,400,2618.594362
-400.0,400,2630.715829
-400.0,400,2631.045291
-400.0,400,2631.385615
-400.0,400,2631.812824
-400.0,400,2632.185074
-400.0,400,2672.386855
-400.0,400,2672.732516
-400.0,400,2673.046576
-400.0,400,2673.375675
-400.0,400,2673.682633
-400.0,400,2685.317566
-400.0,400,2685.638765
-400.0,400,2685.962125
-400.0,400,2686.280336
-400.0,400,2686.588533
-400.0,400,2698.585873
-400.0,400,2698.91749
-400.0,400,2699.284163
-400.0,400,2699.596955
-400.0,400,2699.914041
-400.0,400,2712.089059
-400.0,400,2712.456456
-400.0,400,2712.827337
-400.0,400,2713.149021
-400.0,400,2713.510705
-400.0,400,2725.37106
-400.0,400,2725.69487
-400.0,400,2726.016541
-400.0,400,2726.331932
-400.0,400,2726.646906
-400.0,400,2738.520775
-400.0,400,2738.843014
-400.0,400,2739.16232
-400.0,400,2739.481475
-400.0,400,2739.793046
-400.0,400,2751.873176
-400.0,400,2752.189757
-400.0,400,2752.512234
-400.0,400,2752.824367
-400.0,400,2753.146981
-400.0,400,2764.985774
-400.0,400,2765.309741
-400.0,400,2765.639471
-400.0,400,2765.950341
-400.0,400,2766.259577
-400.0,400,2766.581153
-400.0,400,2778.180544
-400.0,400,2778.504992
-400.0,400,2778.823758
-400.0,400,2779.126996
-400.0,400,2779.47494
-400.0,400,2791.829561
-400.0,400,2792.147201
-400.0,400,2792.471104
-400.0,400,2792.794196
-400.0,400,2793.106601
-400.0,400,2804.897161
